phone_1,phone_2,language_1,mean_dist,sd_dist,AB_Order,speaker_1,file_1,onset_1,offset_1,item_1,word_1,interval_1,sex_1,triplet_id,target_other,file_2,interval_2,item_2,language_2,offset_2,onset_2,sex_2,speaker_2,word_2,distance
ɽ,ɾ,HIN,0.2681368433664354,0.003234155268975587,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,277.64776,278.03,Mrajesh2_103,ARTA,103,M,t_1094818,OTH,stimuli_raw/wav/FNiralee2.wav,75,FNiralee2_75,ENG,308.06,307.58,F,FNiralee,ARA,0.26584995024433256
ɽ,ʃ,HIN,0.35805423025488825,0.03802185425028593,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,336.57115,336.99044,Mrajesh1_103,ARTA,103,M,t_1092532,OTH,stimuli_raw/wav/FNiralee2.wav,83,FNiralee2_83,ENG,333.84978,333.35,F,FNiralee,AXA,0.33116871928122454
ɽ,ɦ,HIN,0.34771810438969,0.006784816331844714,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,398.96571,399.37433,FNiralee2_104,ARTA,104,F,t_0474449,OTH,stimuli_raw/wav/Mrajesh2.wav,92,Mrajesh2_92,ENG,247.21041,246.80321,M,Mrajesh,AHHA,0.3525156940270426
ɽ,b,HIN,0.32727929250331067,0.04281806737998411,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,340.15351,340.55942999999996,Mrajesh1_105,ARTA,105,M,t_0606849,OTH,stimuli_raw/wav/FNiralee2.wav,62,FNiralee2_62,ENG,211.32,210.86227000000002,F,FNiralee,ABA,0.2970023467016214
ɽ,d,HIN,0.3044545341395932,7.18599009092233e-4,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,281.28485,281.60483999999997,Mrajesh2_105,ARTA,105,M,t_0604455,OTH,stimuli_raw/wav/FNiralee2.wav,48,FNiralee2_48,ENG,165.19,164.70264,F,FNiralee,ADA,0.30394640790731015
ɽ,d͡ʒ,HIN,0.33267896847048956,0.00139281188146509,OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay1.wav,740.16825,740.64706,Mnirbhay1_104,ARTA,104,M,t_0850541,OTH,stimuli_raw/wav/Fbhavya2.wav,20,Fbhavya2_20,ENG,65.65195,65.26,F,Fbhavya,ADXA,0.3316941017441884
ɽ,g,HIN,0.31436488224852055,0.014172389710263415,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,909.12643,909.5418199999999,FNiralee1_108,ARTA,108,F,t_0954684,OTH,stimuli_raw/wav/Mrajesh2.wav,8,Mrajesh2_8,ENG,28.97,28.58212,M,Mrajesh,AGA,0.32438627511826623
ɽ,j,HIN,0.3196878679252087,0.019037656517471573,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,396.54195,396.95617000000004,FNiralee2_103,ARTA,103,F,t_0471550,OTH,stimuli_raw/wav/Mrajesh1.wav,70,Mrajesh1_70,ENG,247.27077000000003,246.88,M,Mrajesh,AJA,0.3062262119038043
ɽ,l,HIN,0.2672590950291276,0.030463324430439944,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,909.12643,909.5418199999999,FNiralee1_108,ARTA,108,F,t_0475161,OTH,stimuli_raw/wav/Mrajesh1.wav,76,Mrajesh1_76,ENG,264.25548,263.88766,M,Mrajesh,ALA,0.28879991831137747
ɽ,m,HIN,0.33609680995044355,0.010963482711969699,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,281.28485,281.60483999999997,Mrajesh2_105,ARTA,105,M,t_1090080,OTH,stimuli_raw/wav/FNiralee2.wav,70,FNiralee2_70,ENG,294.14,293.59,F,FNiralee,AMA,0.3438491629214988
ɽ,n,HIN,0.2863973117366701,0.009362459691478222,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,338.33398,338.69898,Mrajesh1_104,ARTA,104,M,t_0609164,OTH,stimuli_raw/wav/FNiralee2.wav,54,FNiralee2_54,ENG,187.65,187.14128,F,FNiralee,ANA,0.27977705300024014
ɽ,s,HIN,0.356974204763404,0.020215021779038958,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,279.4325,279.82,Mrajesh2_104,ARTA,104,M,t_0607058,OTH,stimuli_raw/wav/FNiralee2.wav,88,FNiralee2_88,ENG,348.08423999999997,347.6,F,FNiralee,ASA,0.34268002578161183
ɽ,tʰ,HIN,0.3602505248517129,0.020631521268414277,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,909.12643,909.5418199999999,FNiralee1_108,ARTA,108,F,t_0954054,OTH,stimuli_raw/wav/Mrajesh1.wav,45,Mrajesh1_45,ENG,172.35,171.97849,M,Mrajesh,ATHA,0.3748392134468031
ɽ,t͡ʃʰ,HIN,0.3645928236488961,8.059936075674816e-4,TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,423.5841,423.94,Fsakshi2_104,ARTA,104,F,t_0095981,OTH,stimuli_raw/wav/Mnirbhay1.wav,18,Mnirbhay1_18,ENG,107.97,107.51,M,Mnirbhay,ATXHA,0.36402290010339217
ɳ,ɾ,HIN,0.2670914740919137,0.06987658862906057,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,406.98305,407.46443999999997,FNiralee2_107,ANRA,107,F,t_0962198,OTH,stimuli_raw/wav/Mrajesh2.wav,74,Mrajesh2_74,ENG,200.53,200.12353000000002,M,Mrajesh,ARA,0.21768126442612215
ɳ,ʃ,HIN,0.3389261565425637,0.009886155087955397,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,922.5644699999999,923.00095,FNiralee1_109,ANRA,109,F,t_0962296,OTH,stimuli_raw/wav/Mrajesh2.wav,82,Mrajesh2_82,ENG,223.75349,223.32119,M,Mrajesh,AXA,0.34591672384511885
ɳ,ɦ,HIN,0.335670045141635,0.007774320694469901,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,926.789,927.2306800000001,FNiralee1_111,ANRA,111,F,t_0477951,OTH,stimuli_raw/wav/Mrajesh2.wav,92,Mrajesh2_92,ENG,247.21041,246.80321,M,Mrajesh,AHHA,0.3411673200238136
ɳ,b,HIN,0.3318441186473435,2.930167605500689e-4,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,409.34166,409.81446999999997,FNiralee2_108,ANRA,108,F,t_0958545,OTH,stimuli_raw/wav/Mrajesh2.wav,62,Mrajesh2_62,ENG,171.12,170.72062,M,Mrajesh,ABA,0.33205131278572975
ɳ,d,HIN,0.31750156816935093,0.024683917548265988,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,406.98305,407.46443999999997,FNiralee2_107,ANRA,107,F,t_0480101,OTH,stimuli_raw/wav/Mrajesh1.wav,48,Mrajesh1_48,ENG,183.57,183.25495,M,Mrajesh,ADA,0.3000474026847224
ɳ,d͡ʒ,HIN,0.36799030942119826,0.006249945597434101,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,924.6169800000001,925.04307,FNiralee1_110,ANRA,110,F,t_0958301,OTH,stimuli_raw/wav/Mrajesh2.wav,21,Mrajesh2_21,ENG,60.35148,59.98104,M,Mrajesh,ADXA,0.37240968833519095
ɳ,g,HIN,0.29863124753774123,0.007264972990781111,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,287.6250100000001,288.00268,Mrajesh2_108,ANRA,108,M,t_1101468,OTH,stimuli_raw/wav/FNiralee2.wav,8,FNiralee2_8,ENG,29.3642,28.74,F,FNiralee,AGA,0.30376835920465967
ɳ,j,HIN,0.33874921054953877,0.027298533100477126,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,926.789,927.2306800000001,FNiralee1_111,ANRA,111,F,t_0481155,OTH,stimuli_raw/wav/Mrajesh2.wav,70,Mrajesh2_70,ENG,191.54,191.09,M,Mrajesh,AJA,0.31944623267774597
ɳ,kʰ,HIN,0.3628896336396912,0.009647643652721772,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,924.6169800000001,925.04307,FNiralee1_110,ANRA,110,F,t_0476258,OTH,stimuli_raw/wav/Mrajesh1.wav,5,Mrajesh1_5,ENG,37.47,37.05,M,Mrajesh,AKHA,0.36971154788900207
ɳ,l,HIN,0.2724339493537754,0.017514879726649227,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,285.91694,286.28,Mrajesh2_107,ANRA,107,M,t_0611678,OTH,stimuli_raw/wav/FNiralee2.wav,77,FNiralee2_77,ENG,313.95027000000005,313.51622000000003,F,FNiralee,ALA,0.28481883958015586
ɳ,m,HIN,0.34968662615782253,0.005249903043939026,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,285.91694,286.28,Mrajesh2_107,ANRA,107,M,t_0617450,OTH,stimuli_raw/wav/FNiralee1.wav,69,FNiralee1_69,ENG,528.44725,527.96823,F,FNiralee,AMA,0.34597438411488135
ɳ,n,HIN,0.2595814883392919,0.008432700352175887,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,922.5644699999999,923.00095,FNiralee1_109,ANRA,109,F,t_0959380,OTH,stimuli_raw/wav/Mrajesh1.wav,53,Mrajesh1_53,ENG,200.86,200.47,M,Mrajesh,ANA,0.26554430794202966
ɳ,s,HIN,0.3564099912809598,0.011969910170708307,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,345.91035,346.34256,Mrajesh1_107,ANRA,107,M,t_0614072,OTH,stimuli_raw/wav/FNiralee2.wav,88,FNiralee2_88,ENG,348.08423999999997,347.6,F,FNiralee,ASA,0.3479459866290581
ɳ,tʰ,HIN,0.36066264064247777,0.0036023163850569953,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,409.34166,409.81446999999997,FNiralee2_108,ANRA,108,F,t_0480894,OTH,stimuli_raw/wav/Mrajesh2.wav,44,Mrajesh2_44,ENG,121.36,120.94246000000001,M,Mrajesh,ATHA,0.35811541829862453
ɳ,t͡ʃʰ,HIN,0.3708410605376912,0.03622748307466072,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,345.91035,346.34256,Mrajesh1_107,ANRA,107,M,t_0614804,OTH,stimuli_raw/wav/FNiralee1.wav,17,FNiralee1_17,ENG,144.56335,144.06573,F,FNiralee,ATXHA,0.3964577594851047
ʈʰ,ɾ,HIN,0.3580346153121129,0.0071932776035054,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,137.67462,138.11,Mrajesh1_31,ATRHA,31,M,t_0521827,OTH,stimuli_raw/wav/Fsakshi2.wav,75,Fsakshi2_75,ENG,311.49,311.10427999999996,F,Fsakshi,ARA,0.3631210306845089
ʈʰ,ʃ,HIN,0.31155149527388915,0.02606758993950499,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,119.82003999999999,120.37226000000001,FNiralee2_33,ATRHA,33,F,t_0406764,OTH,stimuli_raw/wav/Mrajesh1.wav,83,Mrajesh1_83,ENG,283.76,283.33177,M,Mrajesh,AXA,0.29311892565847497
ʈʰ,ɦ,HIN,0.32478898284349556,0.014358599196461408,TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi1.wav,120.27,120.73,Fsakshi1_31,ATRHA,31,F,t_0406021,OTH,stimuli_raw/wav/Mrajesh2.wav,93,Mrajesh2_93,ENG,248.84,248.4702,M,Mrajesh,AHHA,0.31463591998333795
ʈʰ,b,HIN,0.35402521544447996,0.005912508625643297,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,256.32772,256.82063,FNiralee1_31,ATRHA,31,F,t_0407383,OTH,stimuli_raw/wav/Mrajesh2.wav,63,Mrajesh2_63,ENG,172.87,172.52456,M,Mrajesh,ABA,0.3498444405014636
ʈʰ,d,HIN,0.31450118794491494,0.007599726615872284,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,117.36769,117.9,FNiralee2_32,ATRHA,32,F,t_0889958,OTH,stimuli_raw/wav/Mrajesh2.wav,46,Mrajesh2_46,ENG,127.29,126.92788999999999,M,Mrajesh,ADA,0.30912736971966776
ʈʰ,d͡ʒ,HIN,0.3197393168908782,0.009758733059010441,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,89.14985,89.57,Mrajesh2_31,ATRHA,31,M,t_0998422,OTH,stimuli_raw/wav/FNiralee1.wav,21,FNiralee1_21,ENG,164.8,164.24,F,FNiralee,ADXA,0.3266397832126938
ʈʰ,g,HIN,0.29804037927462634,0.0023794134954331658,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,139.68812,140.09,Mrajesh1_32,ATRHA,32,M,t_1000673,OTH,stimuli_raw/wav/FNiralee1.wav,8,FNiralee1_8,ENG,89.3136,88.84195,F,FNiralee,AGA,0.2997228786924939
ʈʰ,kʰ,HIN,0.2690319091925618,0.02896747965927355,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,256.32772,256.82063,FNiralee1_31,ATRHA,31,F,t_0889642,OTH,stimuli_raw/wav/Mrajesh2.wav,4,Mrajesh2_4,ENG,19.62,19.21365,M,Mrajesh,AKHA,0.2895150104935175
ʈʰ,l,HIN,0.35830390992152455,0.0016499069721407536,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,137.67462,138.11,Mrajesh1_31,ATRHA,31,M,t_0520111,OTH,stimuli_raw/wav/FNiralee1.wav,76,FNiralee1_76,ENG,605.76817,605.33987,F,FNiralee,ALA,0.35713724951319686
ʈʰ,m,HIN,0.37071839643467597,0.009516617193503305,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,137.67462,138.11,Mrajesh1_31,ATRHA,31,M,t_0522367,OTH,stimuli_raw/wav/FNiralee1.wav,69,FNiralee1_69,ENG,528.44725,527.96823,F,FNiralee,AMA,0.36398913188319326
ʈʰ,n,HIN,0.3154709667543144,0.006506577197301983,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,141.69,142.09,Mrajesh1_33,ATRHA,33,M,t_0519933,OTH,stimuli_raw/wav/FNiralee1.wav,52,FNiralee1_52,ENG,417.29986,416.87951,F,FNiralee,ANA,0.3200718116128404
ʈʰ,s,HIN,0.3103720925331778,0.023374697997784077,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,89.14985,89.57,Mrajesh2_31,ATRHA,31,M,t_0520213,OTH,stimuli_raw/wav/FNiralee1.wav,90,FNiralee1_90,ENG,698.8122900000001,698.36577,F,FNiralee,ASA,0.32690049999559856
ʈʰ,tʰ,HIN,0.25923685104676275,0.00570783163386694,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,90.98209,91.36,Mrajesh2_32,ATRHA,32,M,t_0997343,OTH,stimuli_raw/wav/FNiralee2.wav,45,FNiralee2_45,ENG,156.25828,155.72736,F,FNiralee,ATHA,0.2552008045925843
ʈʰ,t͡ʃʰ,HIN,0.23110314362133816,0.009240566968966874,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,139.68812,140.09,Mrajesh1_32,ATRHA,32,M,t_1003037,OTH,stimuli_raw/wav/FNiralee1.wav,16,FNiralee1_16,ENG,142.41555,141.90668,F,FNiralee,ATXHA,0.22456907605557327
ɡʱ,ɾ,HIN,0.3186611655211924,0.008980319832966438,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,37.54,37.94673,Mrajesh2_12,AGHA,12,M,t_0975909,OTH,stimuli_raw/wav/FNiralee2.wav,75,FNiralee2_75,ENG,308.06,307.58,F,FNiralee,ARA,0.32501121057230703
ɡʱ,ʃ,HIN,0.3377064475763971,0.015577333593326767,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,t_0972475,OTH,stimuli_raw/wav/FNiralee1.wav,83,FNiralee1_83,ENG,649.87823,649.4161,F,FNiralee,AXA,0.3266916093597508
ɡʱ,ɦ,HIN,0.32392270388703864,0.012985453619858716,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,t_0388935,OTH,stimuli_raw/wav/Mrajesh1.wav,92,Mrajesh1_92,ENG,306.58,306.15,M,Mrajesh,AHHA,0.31474060157565314
ɡʱ,b,HIN,0.32633024519170106,0.021034779683533667,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,t_0973435,OTH,stimuli_raw/wav/FNiralee2.wav,61,FNiralee2_61,ENG,209.03307,208.52112,F,FNiralee,ABA,0.3114564098367094
ɡʱ,d,HIN,0.296595770571643,0.007116158366628537,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,t_0870276,OTH,stimuli_raw/wav/Mrajesh2.wav,46,Mrajesh2_46,ENG,127.29,126.92788999999999,M,Mrajesh,ADA,0.30162765440868344
ɡʱ,d͡ʒ,HIN,0.29864787211081956,0.03118169260406995,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,108.19187,108.69767,FNiralee1_12,AGHA,12,F,t_0384795,OTH,stimuli_raw/wav/Mrajesh1.wav,21,Mrajesh1_21,ENG,112.95,112.569,M,Mrajesh,ADXA,0.3206966584000318
ɡʱ,g,HIN,0.29498983492666564,0.05223558525814084,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,t_0970855,OTH,stimuli_raw/wav/FNiralee2.wav,8,FNiralee2_8,ENG,29.3642,28.74,F,FNiralee,AGA,0.3319259714819451
ɡʱ,j,HIN,0.3537433780358789,0.02736362618323949,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,45.51187,46.101659999999995,FNiralee2_11,AGHA,11,F,t_0868736,OTH,stimuli_raw/wav/Mrajesh2.wav,70,Mrajesh2_70,ENG,191.54,191.09,M,Mrajesh,AJA,0.3343943724038565
ɡʱ,kʰ,HIN,0.27308484856141213,0.03157424816498802,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,45.51187,46.101659999999995,FNiralee2_11,AGHA,11,F,t_0387251,OTH,stimuli_raw/wav/Mrajesh2.wav,6,Mrajesh2_6,ENG,22.99,22.591720000000002,M,Mrajesh,AKHA,0.29541121354974204
ɡʱ,l,HIN,0.3248377856348585,0.011889785857439841,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,103.95576,104.46157,FNiralee1_10,AGHA,10,F,t_0386143,OTH,stimuli_raw/wav/Mrajesh2.wav,77,Mrajesh2_77,ENG,207.72,207.35908999999998,M,Mrajesh,ALA,0.31643043742820687
ɡʱ,m,HIN,0.3416291321916215,0.018325677953220584,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,70.14459000000001,70.56,Mrajesh1_10,AGHA,10,M,t_0492520,OTH,stimuli_raw/wav/FNiralee2.wav,70,FNiralee2_70,ENG,294.14,293.59,F,FNiralee,AMA,0.3545873433421846
ɡʱ,n,HIN,0.2966976844853527,0.026443296526072736,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,103.95576,104.46157,FNiralee1_10,AGHA,10,F,t_0870346,OTH,stimuli_raw/wav/Mrajesh2.wav,53,Mrajesh2_53,ENG,147.64,147.2,M,Mrajesh,ANA,0.27799945019484
ɡʱ,s,HIN,0.31944241326018996,0.001726221744209677,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,45.51187,46.101659999999995,FNiralee2_11,AGHA,11,F,t_0389735,OTH,stimuli_raw/wav/Mrajesh2.wav,89,Mrajesh2_89,ENG,240.59,240.12,M,Mrajesh,ASA,0.31822179015902763
ɡʱ,tʰ,HIN,0.24774169249146616,0.041363468979900155,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,71.9268,72.34,Mrajesh1_11,AGHA,11,M,t_0490001,OTH,stimuli_raw/wav/FNiralee2.wav,43,FNiralee2_43,ENG,151.6,151.1213,F,FNiralee,ATHA,0.21849330308237935
ɡʱ,t͡ʃʰ,HIN,0.29785304337852425,0.00715105167998175,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,t_0974371,OTH,stimuli_raw/wav/FNiralee1.wav,16,FNiralee1_16,ENG,142.41555,141.90668,F,FNiralee,ATXHA,0.2927964862429937
ɽʱ,ɾ,HIN,0.2863018549924233,0.01995366544232818,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,330.60577,331.02557,Mrajesh1_102,ARTHA,102,M,t_0598773,OTH,stimuli_raw/wav/FNiralee1.wav,73,FNiralee1_73,ENG,588.01231,587.54402,F,FNiralee,ARA,0.3004112271362212
ɽʱ,ʃ,HIN,0.34548749931911127,0.0051816938998108285,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,271.72983,272.17,Mrajesh2_101,ARTHA,101,M,t_0600026,OTH,stimuli_raw/wav/FNiralee2.wav,84,FNiralee2_84,ENG,336.21,335.74,F,FNiralee,AXA,0.3418234884245221
ɽʱ,ɦ,HIN,0.27904230578797895,0.04893539340709104,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,269.92046,270.37,Mrajesh2_100,ARTHA,100,M,t_1084450,OTH,stimuli_raw/wav/FNiralee1.wav,93,FNiralee1_93,ENG,715.7484599999999,715.26062,F,FNiralee,AHHA,0.24443975726979342
ɽʱ,b,HIN,0.32921346058943846,0.02406123677461947,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,887.9046599999997,888.3824800000001,FNiralee1_103,ARTHA,103,F,t_0468859,OTH,stimuli_raw/wav/Mrajesh2.wav,63,Mrajesh2_63,ENG,172.87,172.52456,M,Mrajesh,ABA,0.34622732427650704
ɽʱ,d,HIN,0.3333482939104269,0.002027256632167597,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,273.52161,273.93,Mrajesh2_102,ARTHA,102,M,t_0602115,OTH,stimuli_raw/wav/FNiralee2.wav,48,FNiralee2_48,ENG,165.19,164.70264,F,FNiralee,ADA,0.3319148069986158
ɽʱ,g,HIN,0.31961257356713524,0.00585296413766333,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,269.92046,270.37,Mrajesh2_100,ARTHA,100,M,t_1083886,OTH,stimuli_raw/wav/FNiralee1.wav,7,FNiralee1_7,ENG,87.28907,86.82,F,FNiralee,AGA,0.32375124419891865
ɽʱ,j,HIN,0.32611636691434776,0.02737870557155228,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,271.72983,272.17,Mrajesh2_101,ARTHA,101,M,t_0601094,OTH,stimuli_raw/wav/FNiralee1.wav,71,FNiralee1_71,ENG,543.54403,543.1124599999999,F,FNiralee,AJA,0.3454760352841023
ɽʱ,kʰ,HIN,0.2983442580349187,0.013338642807173067,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,387.58306,388.05287000000004,FNiralee2_101,ARTHA,101,F,t_0466655,OTH,stimuli_raw/wav/Mrajesh2.wav,5,Mrajesh2_5,ENG,21.35,20.9532,M,Mrajesh,AKHA,0.28891241325414146
ɽʱ,l,HIN,0.30994194271210057,0.020364054803863683,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,328.69154,329.16511,Mrajesh1_101,ARTHA,101,M,t_0601148,OTH,stimuli_raw/wav/FNiralee1.wav,76,FNiralee1_76,ENG,605.76817,605.33987,F,FNiralee,ALA,0.32434150395636707
ɽʱ,m,HIN,0.32790218555678874,0.042781559284650536,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,326.93403,327.33848,Mrajesh1_100,ARTHA,100,M,t_0601039,OTH,stimuli_raw/wav/FNiralee1.wav,67,FNiralee1_67,ENG,523.88923,523.48494,F,FNiralee,AMA,0.29765105487687804
ɽʱ,n,HIN,0.2882892994679358,9.754822863630346e-4,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,892.5444,892.98555,FNiralee1_105,ARTHA,105,F,t_0468789,OTH,stimuli_raw/wav/Mrajesh2.wav,53,Mrajesh2_53,ENG,147.64,147.2,M,Mrajesh,ANA,0.28897906960755043
ɽʱ,s,HIN,0.3408723085610089,0.005710672538002057,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,328.69154,329.16511,Mrajesh1_101,ARTHA,101,M,t_1083197,OTH,stimuli_raw/wav/FNiralee2.wav,88,FNiralee2_88,ENG,348.08423999999997,347.6,F,FNiralee,ASA,0.34491036383776597
ɽʱ,tʰ,HIN,0.3073158429900722,0.07166875564089753,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,887.9046599999997,888.3824800000001,FNiralee1_103,ARTHA,103,F,t_0466051,OTH,stimuli_raw/wav/Mrajesh1.wav,43,Mrajesh1_43,ENG,168.54,168.15444,M,Mrajesh,ATHA,0.3579933061029525
