phone_X,language_X,AB_Order,speaker_X,file_X,onset_X,offset_X,item_X,word_X,interval_X,sex_X,triplet_id,distance_OTH,phone_OTH,file_OTH,interval_OTH,item_OTH,language_OTH,offset_OTH,onset_OTH,sex_OTH,speaker_OTH,word_OTH,distance_TGT,phone_TGT,file_TGT,interval_TGT,item_TGT,language_TGT,offset_TGT,onset_TGT,sex_TGT,speaker_TGT,word_TGT
b,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,479.04454000000004,479.54849,FNiralee1_63,ABA,63,F,t_0916074,0.294667008544479,dʱ,stimuli_raw/wav/Mrajesh1.wav,49,Mrajesh1_49,HIN,191.2513,190.81563,M,Mrajesh,ADHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,225.77,226.19,Mrajesh1_63,ABA,63,M,t_1044480,0.327143666694256,ɽ,stimuli_raw/wav/FNiralee1.wav,107,FNiralee1_107,HIN,907.41752,906.99719,F,FNiralee,ARTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,208.52112,209.03307,FNiralee2_61,ABA,61,F,t_0437098,0.307618996029799,ɽʱ,stimuli_raw/wav/Mrajesh2.wav,101,Mrajesh2_101,HIN,272.17,271.72983,M,Mrajesh,ARTHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,231.85597,232.33,FNiralee2_65,ABHA,65,F,t_0442178,0.310178315276033,b,stimuli_raw/wav/Mrajesh1.wav,52,Mrajesh1_52,ENG,199.02,198.67358,M,Mrajesh,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,494.7005,495.21627,FNiralee1_64,ABHA,64,F,t_0441318,0.334434954377464,d,stimuli_raw/wav/Mrajesh2.wav,47,Mrajesh2_47,ENG,129.07,128.7406,M,Mrajesh,ADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,234.08174,234.52,Mrajesh1_66,ABHA,66,M,t_1048806,0.286190768358178,kʰ,stimuli_raw/wav/FNiralee2.wav,6,FNiralee2_6,ENG,22.8,22.2458,F,FNiralee,AKHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,496.92613,497.37098,FNiralee1_65,ABHA,65,F,t_0924255,0.311726038608107,l,stimuli_raw/wav/Mrajesh2.wav,77,Mrajesh2_77,ENG,207.72,207.35909,M,Mrajesh,ALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,231.85597,232.33,FNiralee2_65,ABHA,65,F,t_0438897,0.283889211331114,n,stimuli_raw/wav/Mrajesh1.wav,53,Mrajesh1_53,ENG,200.86,200.47,M,Mrajesh,ANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,180.16218,180.53,Mrajesh2_66,ABHA,66,M,t_0563787,0.353835187151607,s,stimuli_raw/wav/FNiralee2.wav,88,FNiralee2_88,ENG,348.08424,347.6,F,FNiralee,ASA,0.194893774641104,bʱ,stimuli_raw/wav/Fbhavya2.wav,65,Fbhavya2_65,HIN,194.56529,194.15,F,Fbhavya,ABHA
bʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,178.37131000000005,178.72,Mrajesh2_65,ABHA,65,M,t_0562526,0.343164104410879,ɾ,stimuli_raw/wav/FNiralee1.wav,73,FNiralee1_73,ENG,588.01231,587.54402,F,FNiralee,ARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bʱ,HIN,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,230.39151,230.76,Mrajesh1_64,ABHA,64,M,t_1046932,0.383430155386246,ʃ,stimuli_raw/wav/FNiralee2.wav,84,FNiralee2_84,ENG,336.21,335.74,F,FNiralee,AXA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,376.87997,377.41,FNiralee1_48,ADA,48,F,t_0906582,0.279037071699505,dʱ,stimuli_raw/wav/Mrajesh1.wav,51,Mrajesh1_51,HIN,194.90637,194.50738,M,Mrajesh,ADHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,181.49373,181.88,Mrajesh1_47,ADA,47,M,t_1022477,0.220890138178086,ɖ,stimuli_raw/wav/FNiralee2.wav,34,FNiralee2_34,HIN,124.1817,123.68566,F,FNiralee,ADRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,126.92788999999999,127.29,Mrajesh2_46,ADA,46,M,t_0544333,0.310445743498444,ɖʱ,stimuli_raw/wav/FNiralee2.wav,38,FNiralee2_38,HIN,135.24376,134.74537,F,FNiralee,ADRHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,372.64645,373.15218,FNiralee1_46,ADA,46,F,t_0906742,0.303940864186434,ɽ,stimuli_raw/wav/Mrajesh1.wav,105,Mrajesh1_105,HIN,340.55943,340.15351,M,Mrajesh,ARTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,181.49373,181.88,Mrajesh1_47,ADA,47,M,t_0541472,0.301635089662697,ʈʰ,stimuli_raw/wav/FNiralee2.wav,32,FNiralee2_32,HIN,117.9,117.36769,F,FNiralee,ATRHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,401.58646,402.09008,FNiralee1_51,ADHA,51,F,t_0907626,0.257311539091892,d͡ʒ,stimuli_raw/wav/Mrajesh1.wav,25,Mrajesh1_25,ENG,123.28,122.84,M,Mrajesh,ADXA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,397.21643,397.74568999999997,FNiralee1_49,ADHA,49,F,t_0427039,0.332594957304794,l,stimuli_raw/wav/Mrajesh1.wav,76,Mrajesh1_76,ENG,264.25548,263.88766,M,Mrajesh,ALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,137.93788,138.28,Mrajesh2_49,ADHA,49,M,t_0551773,0.351586433388075,m,stimuli_raw/wav/FNiralee1.wav,68,FNiralee1_68,ENG,526.14886,525.72241,F,FNiralee,AMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,399.4068,399.89415,FNiralee1_50,ADHA,50,F,t_0428552,0.276937805061913,n,stimuli_raw/wav/Mrajesh1.wav,54,Mrajesh1_54,ENG,202.71,202.37083,M,Mrajesh,ANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,173.71177,174.24,FNiralee2_49,ADHA,49,F,t_0430720,0.322210562159574,ɦ,stimuli_raw/wav/Mrajesh1.wav,93,Mrajesh1_93,ENG,308.45133,308.05748,M,Mrajesh,AHHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒ,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,110.78631000000001,111.19,Mrajesh1_20,ADXA,20,M,t_0984481,0.326034087867601,bʱ,stimuli_raw/wav/FNiralee1.wav,65,FNiralee1_65,HIN,497.37098,496.92613,F,FNiralee,ABHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒ,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,56.541880000000006,56.920730000000006,Mrajesh2_19,ADXA,19,M,t_0983564,0.24965780346195,d͡ʒʱ,stimuli_raw/wav/FNiralee2.wav,26,FNiralee2_26,HIN,96.49,95.94,F,FNiralee,ADXHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,108.90505,109.36,Mrajesh1_19,ADXA,19,M,t_0503382,0.264714876929889,ɖ,stimuli_raw/wav/FNiralee1.wav,35,FNiralee1_35,HIN,278.81684,278.36311,F,FNiralee,ADRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,164.24,164.8,FNiralee1_21,ADXA,21,F,t_0394176,0.374561534621773,ɽ,stimuli_raw/wav/Mrajesh2.wav,105,Mrajesh2_105,HIN,281.60484,281.28485,M,Mrajesh,ARTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,58.29303,58.667680000000004,Mrajesh2_20,ADXA,20,M,t_0982096,0.31465512632931403,ʈʰ,stimuli_raw/wav/FNiralee2.wav,32,FNiralee2_32,HIN,117.9,117.36769,F,FNiralee,ATRHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,78.20262,78.55,Mrajesh2_27,ADXHA,27,M,t_0515388,0.353744027359527,b,stimuli_raw/wav/FNiralee1.wav,63,FNiralee1_63,ENG,479.54849,479.04454,F,FNiralee,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,74.65066,74.9988,Mrajesh2_25,ADXHA,25,M,t_0992011,0.320893346303161,d,stimuli_raw/wav/FNiralee1.wav,48,FNiralee1_48,ENG,377.41,376.87997,F,FNiralee,ADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,78.20262,78.55,Mrajesh2_27,ADXHA,27,M,t_0514332,0.317146228333191,j,stimuli_raw/wav/FNiralee2.wav,69,FNiralee2_69,ENG,243.19,242.71,F,FNiralee,AJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,95.94,96.49,FNiralee2_26,ADXHA,26,F,t_0880925,0.289365914639871,kʰ,stimuli_raw/wav/Mrajesh1.wav,6,Mrajesh1_6,ENG,39.21422,38.74864,M,Mrajesh,AKHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,95.94,96.49,FNiralee2_26,ADXHA,26,F,t_0881975,0.290235919744257,n,stimuli_raw/wav/Mrajesh2.wav,54,Mrajesh2_54,ENG,149.41,149.07837,M,Mrajesh,ANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,95.94,96.49,FNiralee2_26,ADXHA,26,F,t_0882590,0.311548115845899,tʰ,stimuli_raw/wav/Mrajesh1.wav,43,Mrajesh1_43,ENG,168.54,168.15444,M,Mrajesh,ATHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,98.26682,98.82,FNiralee2_27,ADXHA,27,F,t_0402930,0.21152234607184,t͡ʃʰ,stimuli_raw/wav/Mrajesh1.wav,17,Mrajesh1_17,ENG,104.55,104.15402,M,Mrajesh,ATXHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,93.5,94.09103,FNiralee2_25,ADXHA,25,F,t_0401878,0.326111726852285,ɾ,stimuli_raw/wav/Mrajesh1.wav,73,Mrajesh1_73,ENG,254.83,254.44351,M,Mrajesh,ARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
d͡ʒʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,93.5,94.09103,FNiralee2_25,ADXHA,25,F,t_0884434,0.282734927235648,ʃ,stimuli_raw/wav/Mrajesh1.wav,84,Mrajesh1_84,ENG,285.64,285.24808,M,Mrajesh,AXA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,30.301509999999997,30.62,Mrajesh2_9,AGA,9,M,t_0967533,0.302628196390458,bʱ,stimuli_raw/wav/FNiralee1.wav,65,FNiralee1_65,HIN,497.37098,496.92613,F,FNiralee,ABHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,28.74,29.3642,FNiralee2_8,AGA,8,F,t_0384353,0.301414037522739,dʱ,stimuli_raw/wav/Mrajesh2.wav,51,Mrajesh2_51,HIN,141.88,141.48882,M,Mrajesh,ADHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,31.150879999999997,31.74054000000001,FNiralee2_9,AGA,9,F,t_0862455,0.312893903811839,d͡ʒʱ,stimuli_raw/wav/Mrajesh1.wav,27,Mrajesh1_27,HIN,127.06,126.66433,M,Mrajesh,ADXHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,t_0485766,0.256509894877086,ɖ,stimuli_raw/wav/FNiralee2.wav,35,FNiralee2_35,HIN,126.6761,126.16475,F,FNiralee,ADRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,57.22747,57.630109999999995,Mrajesh1_9,AGA,9,M,t_0966963,0.321853994131615,ɳ,stimuli_raw/wav/FNiralee2.wav,108,FNiralee2_108,HIN,409.81446999999997,409.34166,F,FNiralee,ANRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
g,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,28.74,29.3642,FNiralee2_8,AGA,8,F,t_0864434,0.316629028547602,ɽ,stimuli_raw/wav/Mrajesh2.wav,105,Mrajesh2_105,HIN,281.60484,281.28485,M,Mrajesh,ARTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,192.95967,193.32,Mrajesh2_71,AJA,71,M,t_0572990,0.356988673816089,dʱ,stimuli_raw/wav/FNiralee1.wav,49,FNiralee1_49,HIN,397.74569,397.21643,F,FNiralee,ADHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,238.07,238.51,FNiralee2_67,AJA,67,F,t_0927637,0.388591293536153,ɡʱ,stimuli_raw/wav/Mrajesh1.wav,11,Mrajesh1_11,HIN,72.34,71.9268,M,Mrajesh,AGHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,250.59,250.91,Mrajesh1_72,AJA,72,M,t_1060746,0.299320222946308,ɳ,stimuli_raw/wav/FNiralee2.wav,107,FNiralee2_107,HIN,407.46444,406.98305,F,FNiralee,ANRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,238.07,238.51,FNiralee2_67,AJA,67,F,t_0929113,0.319354731313706,ɽ,stimuli_raw/wav/Mrajesh1.wav,104,Mrajesh1_104,HIN,338.69898,338.33398,M,Mrajesh,ARTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
j,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,191.09,191.54,Mrajesh2_70,AJA,70,M,t_1061374,0.287261637398258,ɽʱ,stimuli_raw/wav/FNiralee1.wav,105,FNiralee1_105,HIN,892.98555,892.5444,F,FNiralee,ARTHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kʰ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,22.2458,22.8,FNiralee2_6,AKHA,6,F,t_0380070,0.304976195212941,dʱ,stimuli_raw/wav/Mrajesh2.wav,49,Mrajesh2_49,HIN,138.28,137.93788,M,Mrajesh,ADHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kʰ,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,19.21365,19.62,Mrajesh2_4,AKHA,4,M,t_0482266,0.356829112173884,ɖ,stimuli_raw/wav/FNiralee1.wav,35,FNiralee1_35,HIN,278.81684,278.36311,F,FNiralee,ADRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kʰ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,22.591720000000002,22.99,Mrajesh2_6,AKHA,6,M,t_0965397,0.284952990683433,ɖʱ,stimuli_raw/wav/FNiralee2.wav,38,FNiralee2_38,HIN,135.24376,134.74537,F,FNiralee,ADRHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kʰ,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,19.69967,20.28724,FNiralee2_5,AKHA,5,F,t_0379817,0.254960323489065,ɡʱ,stimuli_raw/wav/Mrajesh2.wav,11,Mrajesh2_11,HIN,36.21,35.80924,M,Mrajesh,AGHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kʰ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,19.21365,19.62,Mrajesh2_4,AKHA,4,M,t_0965575,0.361908715552757,ɳ,stimuli_raw/wav/FNiralee2.wav,108,FNiralee2_108,HIN,409.81446999999997,409.34166,F,FNiralee,ANRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kʰ,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,35.21,35.69,Mrajesh1_4,AKHA,4,M,t_0964777,0.326392595875836,ɽʱ,stimuli_raw/wav/FNiralee1.wav,104,FNiralee1_104,HIN,890.44296,889.96685,F,FNiralee,ARTHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kʰ,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,17.15,17.81,FNiralee2_4,AKHA,4,F,t_0861427,0.260862991052947,ʈʰ,stimuli_raw/wav/Mrajesh1.wav,32,Mrajesh1_32,HIN,140.09,139.68812,M,Mrajesh,ATRHA,0.241851866374307,kʰ,stimuli_raw/wav/Mnirbhay1.wav,6,Mnirbhay1_6,ENG,30.12,29.65,M,Mnirbhay,AKHA
