phone_X,language_X,AB_Order,speaker_X,file_X,onset_X,offset_X,item_X,word_X,interval_X,sex_X,triplet_id,distance_OTH,phone_OTH,file_OTH,interval_OTH,item_OTH,language_OTH,offset_OTH,onset_OTH,sex_OTH,speaker_OTH,word_OTH,distance_TGT,phone_TGT,file_TGT,interval_TGT,item_TGT,language_TGT,offset_TGT,onset_TGT,sex_TGT,speaker_TGT,word_TGT
ɦ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,245.02168999999998,245.38223,Mrajesh2_91,AHHA,91,M,t_0593845,0.321431703824387,ɖʱ,stimuli_raw/wav/FNiralee1.wav,38,FNiralee1_38,HIN,298.35,297.88,F,FNiralee,ADRHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɦ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,308.05748,308.45133,Mrajesh1_93,AHHA,93,M,t_0595821,0.306126135490636,ɡʱ,stimuli_raw/wav/FNiralee2.wav,12,FNiralee2_12,HIN,48.88396,48.25,F,FNiralee,AGHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɦ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,245.02168999999998,245.38223,Mrajesh2_91,AHHA,91,M,t_0595369,0.330898597373506,ɽ,stimuli_raw/wav/FNiralee1.wav,106,FNiralee1_106,HIN,905.29323,904.87257,F,FNiralee,ARTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,345.91035,346.34256,Mrajesh1_107,ANRA,107,M,t_0617408,0.331636924508957,b,stimuli_raw/wav/FNiralee1.wav,63,FNiralee1_63,ENG,479.54849,479.04454,F,FNiralee,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,345.91035,346.34256,Mrajesh1_107,ANRA,107,M,t_1099301,0.334955733653979,d,stimuli_raw/wav/FNiralee2.wav,47,FNiralee2_47,ENG,162.44044,162.01984,F,FNiralee,ADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,924.6169800000001,925.04307,FNiralee1_110,ANRA,110,F,t_0958301,0.372409688335191,d͡ʒ,stimuli_raw/wav/Mrajesh2.wav,21,Mrajesh2_21,ENG,60.35148,59.98104,M,Mrajesh,ADXA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,285.91694,286.28,Mrajesh2_107,ANRA,107,M,t_0617450,0.345974384114881,m,stimuli_raw/wav/FNiralee1.wav,69,FNiralee1_69,ENG,528.44725,527.96823,F,FNiralee,AMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,406.98305,407.46443999999997,FNiralee2_107,ANRA,107,F,t_0477239,0.345224361590278,t͡ʃʰ,stimuli_raw/wav/Mrajesh2.wav,17,Mrajesh2_17,ENG,50.86762,50.49512,M,Mrajesh,ATXHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,926.789,927.2306800000001,FNiralee1_111,ANRA,111,F,t_0477951,0.341167320023814,ɦ,stimuli_raw/wav/Mrajesh2.wav,92,Mrajesh2_92,ENG,247.21041,246.80321,M,Mrajesh,AHHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,345.91035,346.34256,Mrajesh1_107,ANRA,107,M,t_1099481,0.316501683757705,ɾ,stimuli_raw/wav/FNiralee2.wav,74,FNiralee2_74,ENG,305.53542,305.1463,F,FNiralee,ARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɳ,HIN,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,284.16595,284.58224,Mrajesh2_106,ANRA,106,M,t_0611713,0.331935589240009,ʃ,stimuli_raw/wav/FNiralee2.wav,83,FNiralee2_83,ENG,333.84978,333.35,F,FNiralee,AXA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,281.28485,281.60483999999997,Mrajesh2_105,ARTA,105,M,t_1090176,0.245718271746878,l,stimuli_raw/wav/FNiralee2.wav,78,FNiralee2_78,ENG,316.62899,316.15774,F,FNiralee,ALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,281.28485,281.60483999999997,Mrajesh2_105,ARTA,105,M,t_1090080,0.343849162921499,m,stimuli_raw/wav/FNiralee2.wav,70,FNiralee2_70,ENG,294.14,293.59,F,FNiralee,AMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽ,HIN,TgtOth,Fsakshi,stimuli_raw/wav/Fsakshi2.wav,423.5841,423.94,Fsakshi2_104,ARTA,104,F,t_0095981,0.364022900103392,t͡ʃʰ,stimuli_raw/wav/Mnirbhay1.wav,18,Mnirbhay1_18,ENG,107.97,107.51,M,Mnirbhay,ATXHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,401.4192,401.84287,FNiralee2_105,ARTA,105,F,t_0472470,0.270423736488538,ɾ,stimuli_raw/wav/Mrajesh2.wav,73,Mrajesh2_73,ENG,198.75,198.38288,M,Mrajesh,ARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,887.9046599999997,888.3824800000001,FNiralee1_103,ARTHA,103,F,t_0949732,0.334781780822238,d,stimuli_raw/wav/Mrajesh2.wav,48,Mrajesh2_48,ENG,130.82,130.48874,M,Mrajesh,ADA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽʱ,HIN,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,269.92046,270.37,Mrajesh2_100,ARTHA,100,M,t_1083886,0.323751244198919,g,stimuli_raw/wav/FNiralee1.wav,7,FNiralee1_7,ENG,87.28907,86.82,F,FNiralee,AGA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,892.5444,892.98555,FNiralee1_105,ARTHA,105,F,t_0467169,0.358153316236699,m,stimuli_raw/wav/Mrajesh2.wav,69,Mrajesh2_69,ENG,187.88,187.55426,M,Mrajesh,AMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,892.5444,892.98555,FNiralee1_105,ARTHA,105,F,t_0468789,0.28897906960755,n,stimuli_raw/wav/Mrajesh2.wav,53,Mrajesh2_53,ENG,147.64,147.2,M,Mrajesh,ANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,892.5444,892.98555,FNiralee1_105,ARTHA,105,F,t_0947610,0.313644854306165,ɦ,stimuli_raw/wav/Mrajesh1.wav,93,Mrajesh1_93,ENG,308.45133,308.05748,M,Mrajesh,AHHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,892.5444,892.98555,FNiralee1_105,ARTHA,105,F,t_0469005,0.272192482848625,ɾ,stimuli_raw/wav/Mrajesh2.wav,74,Mrajesh2_74,ENG,200.53,200.12353,M,Mrajesh,ARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɽʱ,HIN,OthTgt,Mnirbhay,stimuli_raw/wav/Mnirbhay2.wav,409.16561,409.58684,Mnirbhay2_102,ARTHA,102,M,t_1087281,0.3491515102137,ʃ,stimuli_raw/wav/Fsakshi1.wav,83,Fsakshi1_83,ENG,290.35,289.96,F,Fsakshi,AXA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɾ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,305.1463,305.5354200000001,FNiralee2_74,ARA,74,F,t_0932696,0.3259583503781,dʱ,stimuli_raw/wav/Mrajesh2.wav,51,Mrajesh2_51,HIN,141.88,141.48882,M,Mrajesh,ADHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ɾ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,307.58,308.06,FNiralee2_75,ARA,75,F,t_0451032,0.293939381454415,ɖ,stimuli_raw/wav/Mrajesh1.wav,34,Mrajesh1_34,HIN,145.82,145.4397,M,Mrajesh,ADRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʃ,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,330.92,331.40632,FNiralee2_82,AXA,82,F,t_0458086,0.37409993956611,dʱ,stimuli_raw/wav/Mrajesh2.wav,51,Mrajesh2_51,HIN,141.88,141.48882,M,Mrajesh,ADHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʃ,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,283.33177,283.76,Mrajesh1_83,AXA,83,M,t_0585464,0.341685427342478,ɖ,stimuli_raw/wav/FNiralee1.wav,36,FNiralee1_36,HIN,280.92381,280.49094,F,FNiralee,ADRA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʃ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,649.4161,649.87823,FNiralee1_83,AXA,83,F,t_0939725,0.341578568000968,ɽ,stimuli_raw/wav/Mrajesh1.wav,103,Mrajesh1_103,HIN,336.99044,336.57115,M,Mrajesh,ARTA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʈʰ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,90.98209,91.36,Mrajesh2_32,ATRHA,32,M,t_0998627,0.358205990387496,b,stimuli_raw/wav/FNiralee1.wav,62,FNiralee1_62,ENG,477.40014,476.94868,F,FNiralee,ABA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʈʰ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,139.68812,140.09,Mrajesh1_32,ATRHA,32,M,t_1000673,0.299722878692494,g,stimuli_raw/wav/FNiralee1.wav,8,FNiralee1_8,ENG,89.3136,88.84195,F,FNiralee,AGA,0.214329903015209,ʈʰ,stimuli_raw/wav/Fbhavya1.wav,32,Fbhavya1_32,HIN,231.31,230.94251,F,Fbhavya,ATRHA
ʈʰ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,117.36769,117.9,FNiralee2_32,ATRHA,32,F,t_0889436,0.359470570329852,l,stimuli_raw/wav/Mrajesh1.wav,77,Mrajesh1_77,ENG,266.02283,265.6,M,Mrajesh,ALA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʈʰ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,119.82003999999999,120.37226000000001,FNiralee2_33,ATRHA,33,F,t_0406530,0.377447660986159,m,stimuli_raw/wav/Mrajesh1.wav,67,Mrajesh1_67,ENG,239.16,238.8,M,Mrajesh,AMA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʈʰ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,89.14985,89.57,Mrajesh2_31,ATRHA,31,M,t_0520213,0.326900499995599,s,stimuli_raw/wav/FNiralee1.wav,90,FNiralee1_90,ENG,698.81229,698.36577,F,FNiralee,ASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʈʰ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,92.80223000000001,93.2,Mrajesh2_33,ATRHA,33,M,t_1001220,0.334942045703653,ɦ,stimuli_raw/wav/FNiralee1.wav,92,FNiralee1_92,ENG,713.63019,713.12009,F,FNiralee,AHHA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʈʰ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,137.67462,138.11,Mrajesh1_31,ATRHA,31,M,t_0521827,0.363121030684509,ɾ,stimuli_raw/wav/Fsakshi2.wav,75,Fsakshi2_75,ENG,311.49,311.10428,F,Fsakshi,ARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ʈʰ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,137.67462,138.11,Mrajesh1_31,ATRHA,31,M,t_1003468,0.329984064889303,ʃ,stimuli_raw/wav/FNiralee1.wav,82,FNiralee1_82,ENG,647.79427,647.29597,F,FNiralee,AXA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,170.72062,171.12,Mrajesh2_62,ABA,62,M,t_0560306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176089542808601,b,stimuli_raw/wav/Fbhavya2.wav,63,Fbhavya2_63,ENG,188.62993,188.27312,F,Fbhavya,ABA
d,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh1.wav,181.49373,181.88,Mrajesh1_47,ADA,47,M,t_0542840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.217960910405402,d,stimuli_raw/wav/Fbhavya2.wav,47,Fbhavya2_47,ENG,147.34769,146.99549,F,Fbhavya,ADA
dʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,401.58646,402.09008,FNiralee1_51,ADHA,51,F,t_0431019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.299841695593451,dʱ,stimuli_raw/wav/Mnirbhay2.wav,51,Mnirbhay2_51,HIN,199.8,199.37,M,Mnirbhay,ADHA
d͡ʒ,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,59.98104,60.35148,Mrajesh2_21,ADXA,21,M,t_0502546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212412249809554,d͡ʒ,stimuli_raw/wav/Fbhavya2.wav,20,Fbhavya2_20,ENG,65.65195,65.26,F,Fbhavya,ADXA
d͡ʒʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,93.5,94.09103,FNiralee2_25,ADXHA,25,F,t_0400138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.193476063441024,d͡ʒʱ,stimuli_raw/wav/Mnirbhay2.wav,25,Mnirbhay2_25,HIN,97.87,97.37,M,Mnirbhay,ADXHA
g,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,31.150879999999997,31.74054000000001,FNiralee2_9,AGA,9,F,t_0862941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218801937871026,g,stimuli_raw/wav/Mnirbhay1.wav,7,Mnirbhay1_7,ENG,45.27,44.81,M,Mnirbhay,AGA
j,ENG,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,191.09,191.54,Mrajesh2_70,AJA,70,M,t_0572353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.242343478662592,j,stimuli_raw/wav/Fbhavya2.wav,70,Fbhavya2_70,ENG,208.62927,208.24,F,Fbhavya,AJA
l,ENG,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,209.22802,209.53,Mrajesh2_78,ALA,78,M,t_1066200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.206017626800219,l,stimuli_raw/wav/Fbhavya1.wav,79,Fbhavya1_79,ENG,515.26385,514.9,F,Fbhavya,ALA
m,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee1.wav,523.48494,523.88923,FNiralee1_67,AMA,67,F,t_0686224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209075072252444,m,stimuli_raw/wav/Mrajesh2.wav,69,Mrajesh2_69,ENG,187.88,187.55426,M,Mrajesh,AMA
n,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,187.14128,187.65,FNiralee2_54,ANA,54,F,t_0431874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.215045157607729,n,stimuli_raw/wav/Mnirbhay2.wav,52,Mnirbhay2_52,ENG,205.31,204.85,M,Mnirbhay,ANA
s,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,350.17028,350.62834,FNiralee2_89,ASA,89,F,t_0462137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221513167442072,s,stimuli_raw/wav/Mnirbhay2.wav,90,Mnirbhay2_90,ENG,358.93,358.36,M,Mnirbhay,ASA
tʰ,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,155.72736,156.25828,FNiralee2_45,ATHA,45,F,t_0903279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28130424151601,tʰ,stimuli_raw/wav/Mnirbhay1.wav,45,Mnirbhay1_45,ENG,299.31,298.86,M,Mnirbhay,ATHA
t͡ʃʰ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,141.90668,142.41555,FNiralee1_16,ATXHA,16,F,t_0870976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.194232636529284,t͡ʃʰ,stimuli_raw/wav/Mnirbhay1.wav,16,Mnirbhay1_16,ENG,104.07,103.61,M,Mnirbhay,ATXHA
ɖ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,126.16475,126.6761,FNiralee2_35,ADRA,35,F,t_0890912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235369396832724,ɖ,stimuli_raw/wav/Mnirbhay1.wav,34,Mnirbhay1_34,HIN,231.66,231.25,M,Mnirbhay,ADRA
ɖʱ,HIN,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,132.37637,132.9209,FNiralee2_37,ADRHA,37,F,t_0899569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250284637984515,ɖʱ,stimuli_raw/wav/Mnirbhay1.wav,39,Mnirbhay1_39,HIN,256.6,256.08874,M,Mnirbhay,ADRHA
ɡʱ,HIN,OthTgt,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,34.12889000000001,34.52,Mrajesh2_10,AGHA,10,M,t_0970855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262148455846176,ɡʱ,stimuli_raw/wav/Fbhavya1.wav,10,Fbhavya1_10,HIN,74.87529,74.46,F,Fbhavya,AGHA
ɳ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,409.34166,409.81446999999997,FNiralee2_108,ANRA,108,F,t_0958545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270760018045575,ɳ,stimuli_raw/wav/Mnirbhay1.wav,106,Mnirbhay1_106,HIN,759.21774,758.73893,M,Mnirbhay,ANRA
ɽ,HIN,TgtOth,Mrajesh,stimuli_raw/wav/Mrajesh2.wav,277.64776,278.03,Mrajesh2_103,ARTA,103,M,t_0604321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256044011392983,ɽ,stimuli_raw/wav/Fbhavya2.wav,103,Fbhavya2_103,HIN,296.32972,295.981,F,Fbhavya,ARTA
ɽʱ,HIN,OthTgt,FNiralee,stimuli_raw/wav/FNiralee1.wav,887.9046599999997,888.3824800000001,FNiralee1_103,ARTHA,103,F,t_0468859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.250831321008308,ɽʱ,stimuli_raw/wav/Mnirbhay2.wav,101,Mnirbhay2_101,HIN,405.97,405.45,M,Mnirbhay,ARTHA
ɾ,ENG,OthTgt,FNiralee,stimuli_raw/wav/FNiralee2.wav,302.62,303.08,FNiralee2_73,ARA,73,F,t_0932839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19703771426458,ɾ,stimuli_raw/wav/Mnirbhay1.wav,74,Mnirbhay1_74,ENG,516.96,516.58,M,Mnirbhay,ARA
ʃ,ENG,TgtOth,FNiralee,stimuli_raw/wav/FNiralee2.wav,333.35,333.84978,FNiralee2_83,AXA,83,F,t_0456215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208173108143876,ʃ,stimuli_raw/wav/Mnirbhay2.wav,82,Mnirbhay2_82,ENG,327.34,326.92,M,Mnirbhay,AXA
